osm_node_id,lat,lon,node_type
osm_node_25.5225406_91.4938728,25.5225406,91.4938728,osm_network_node
osm_node_25.5226694_91.4937508,25.5226694,91.4937508,osm_network_node
osm_node_25.5228646_91.4935781,25.5228646,91.4935781,osm_network_node
osm_node_25.5229664_91.4935459,25.5229664,91.4935459,osm_network_node
osm_node_25.5230703_91.4935574,25.5230703,91.4935574,osm_network_node
osm_node_25.5231555_91.4935966,25.5231555,91.4935966,osm_network_node
osm_node_25.523197_91.4936587,25.523197,91.4936587,osm_network_node
osm_node_25.5232406_91.4937784,25.5232406,91.4937784,osm_network_node
osm_node_25.5232863_91.4939303,25.5232863,91.4939303,osm_network_node
osm_node_25.5232925_91.4940335,25.5232925,91.4940335,osm_network_node
osm_node_25.5232779_91.4941165,25.5232779,91.4941165,osm_network_node
osm_node_25.5232403_91.4941954,25.5232403,91.4941954,osm_network_node
osm_node_25.5230766_91.4945681,25.5230766,91.4945681,osm_network_node
osm_node_25.5230382_91.4947441,25.5230382,91.4947441,osm_network_node
osm_node_25.5230499_91.4949238,25.5230499,91.4949238,osm_network_node
osm_node_25.5230745_91.4950204,25.5230745,91.4950204,osm_network_node
osm_node_25.5231278_91.4951009,25.5231278,91.4951009,osm_network_node
osm_node_25.523198_91.4951652,25.523198,91.4951652,osm_network_node
osm_node_25.5232891_91.4951877,25.5232891,91.4951877,osm_network_node
osm_node_25.5237901_91.4952252,25.5237901,91.4952252,osm_network_node
osm_node_25.524192_91.4952723,25.524192,91.4952723,osm_network_node
osm_node_25.524435_91.4953138,25.524435,91.4953138,osm_network_node
osm_node_25.5248407_91.4954488,25.5248407,91.4954488,osm_network_node
osm_node_25.5250958_91.4956918,25.5250958,91.4956918,osm_network_node
osm_node_25.525288_91.4961537,25.525288,91.4961537,osm_network_node
osm_node_25.525457_91.4968231,25.525457,91.4968231,osm_network_node
osm_node_25.5255228_91.4973966,25.5255228,91.4973966,osm_network_node
osm_node_25.5254608_91.4977378,25.5254608,91.4977378,osm_network_node
osm_node_25.5251413_91.4980944,25.5251413,91.4980944,osm_network_node
osm_node_25.5243561_91.4992315,25.5243561,91.4992315,osm_network_node
osm_node_25.524273_91.499395,25.524273,91.499395,osm_network_node
osm_node_25.5241276_91.4997379,25.5241276,91.4997379,osm_network_node
osm_node_25.5240653_91.4999152,25.5240653,91.4999152,osm_network_node
osm_node_25.5240507_91.5001201,25.5240507,91.5001201,osm_network_node
osm_node_25.524059_91.5005091,25.524059,91.5005091,osm_network_node
osm_node_25.5240611_91.5010454,25.5240611,91.5010454,osm_network_node
osm_node_25.5240528_91.5013354,25.5240528,91.5013354,osm_network_node
osm_node_25.5240674_91.5016968,25.5240674,91.5016968,osm_network_node
osm_node_25.5240653_91.5019846,25.5240653,91.5019846,osm_network_node
osm_node_25.5240632_91.502125,25.5240632,91.502125,osm_network_node
osm_node_25.5240279_91.5022608,25.5240279,91.5022608,osm_network_node
osm_node_25.5239261_91.502514,25.5239261,91.502514,osm_network_node
osm_node_25.5238326_91.5027166,25.5238326,91.5027166,osm_network_node
osm_node_25.5236872_91.502903,25.5236872,91.502903,osm_network_node
osm_node_25.5235854_91.5031654,25.5235854,91.5031654,osm_network_node
